group_num	property	value	terms
809	category	LP7348-8	37086-6|37087-4|37723-4
809	category	LP7787-7	37086-6|37087-4|37723-4
809	class_	LP29684-5	37086-6|37087-4|37723-4
810	METHOD_TYP-supplementary	LP21166-1	37088-2|37089-0|38784-5
810	PROPERTY-supplementary	LP6813-2	37088-2|37089-0|38784-5
810	SCALE_TYP-supplementary	LP32888-7	37088-2|37089-0|38784-5
810	analyte-core	LP33822-5	37088-2|37089-0|38784-5
810	category	LP7467-6	37088-2|37089-0|38784-5
810	category	LP7787-7	37088-2|37089-0|38784-5
810	class_	LP29684-5	37088-2|37089-0|38784-5
811	METHOD_TYP-supplementary	LP21166-1	37090-8|69146-9
811	PROPERTY-supplementary	LP6813-2	37090-8|69146-9
811	SCALE_TYP-supplementary	LP32888-7	37090-8|69146-9
811	analyte-core	LP33822-5	37090-8|69146-9
811	category	LP7381-9	37090-8|69146-9
811	category	LP7787-7	37090-8|69146-9
811	class_	LP29684-5	37090-8|69146-9
812	METHOD_TYP-supplementary	LP21166-1	37091-6|37092-4|37093-2|37724-2
812	PROPERTY-supplementary	LP6813-2	37091-6|37092-4|37093-2|37724-2
812	SCALE_TYP-supplementary	LP32888-7	37091-6|37092-4|37093-2|37724-2
812	analyte-core	LP221395-9	37091-6|37092-4|37093-2|37724-2
812	category	LP7348-8	37091-6|37092-4|37093-2|37724-2
812	category	LP7787-7	37091-6|37092-4|37093-2|37724-2
812	class_	LP29684-5	37091-6|37092-4|37093-2|37724-2
813	METHOD_TYP-supplementary	LP21166-1	37095-7|37096-5|37097-3|37666-5
813	PROPERTY-supplementary	LP6813-2	37095-7|37096-5|37097-3|37666-5
813	SCALE_TYP-supplementary	LP32888-7	37095-7|37096-5|37097-3|37666-5
813	analyte-core	LP33824-1	37095-7|37096-5|37097-3|37666-5
813	category	LP7008-8	37095-7|37096-5|37097-3|37666-5
813	category	LP7787-7	37095-7|37096-5|37097-3|37666-5
813	class_	LP29684-5	37095-7|37096-5|37097-3|37666-5
814	METHOD_TYP-supplementary	LP21166-1	37106-2|37107-0|37108-8|37749-9
814	PROPERTY-supplementary	LP6813-2	37106-2|37107-0|37108-8|37749-9
814	SCALE_TYP-supplementary	LP32888-7	37106-2|37107-0|37108-8|37749-9
814	analyte-core	LP33833-2	37106-2|37107-0|37108-8|37749-9
814	category	LP7381-9	37106-2|37107-0|37108-8|37749-9
814	category	LP7787-7	37106-2|37107-0|37108-8|37749-9
814	class_	LP29684-5	37106-2|37107-0|37108-8|37749-9
815	METHOD_TYP-supplementary	LP21166-1	37111-2|37116-1|37117-9|37740-8
815	PROPERTY-supplementary	LP6813-2	37111-2|37116-1|37117-9|37740-8
815	SCALE_TYP-supplementary	LP32888-7	37111-2|37116-1|37117-9|37740-8
815	analyte-core	LP33834-0	37111-2|37116-1|37117-9|37740-8
815	category	LP7381-9	37111-2|37116-1|37117-9|37740-8
815	category	LP7787-7	37111-2|37116-1|37117-9|37740-8
815	class_	LP29684-5	37111-2|37116-1|37117-9|37740-8
816	METHOD_TYP-supplementary	LP21166-1	37112-0|37113-8|37114-6|37747-3
816	PROPERTY-supplementary	LP6813-2	37112-0|37113-8|37114-6|37747-3
816	SCALE_TYP-supplementary	LP32888-7	37112-0|37113-8|37114-6|37747-3
816	analyte-core	LP33835-7	37112-0|37113-8|37114-6|37747-3
816	category	LP7381-9	37112-0|37113-8|37114-6|37747-3
816	category	LP7787-7	37112-0|37113-8|37114-6|37747-3
816	class_	LP29684-5	37112-0|37113-8|37114-6|37747-3
817	METHOD_TYP-supplementary	LP21166-1	37121-1|37680-6
817	PROPERTY-supplementary	LP6813-2	37121-1|37680-6
817	SCALE_TYP-supplementary	LP32888-7	37121-1|37680-6
817	analyte-core	LP33841-5	37121-1|37680-6
817	category	LP7138-3	37121-1|37680-6
817	category	LP7787-7	37121-1|37680-6
817	class_	LP29684-5	37121-1|37680-6
818	METHOD_TYP-supplementary	LP21166-1	37122-9|37797-8
818	PROPERTY-supplementary	LP6813-2	37122-9|37797-8
818	SCALE_TYP-supplementary	LP32888-7	37122-9|37797-8
818	analyte-core	LP33842-3	37122-9|37797-8
818	category	LP7584-8	37122-9|37797-8
818	category	LP7787-7	37122-9|37797-8
818	class_	LP29684-5	37122-9|37797-8
819	METHOD_TYP-supplementary	LP21166-1	37123-7|38787-8
819	PROPERTY-supplementary	LP6813-2	37123-7|38787-8
819	SCALE_TYP-supplementary	LP32888-7	37123-7|38787-8
819	analyte-core	LP33843-1	37123-7|38787-8
819	category	LP7584-8	37123-7|38787-8
819	category	LP7787-7	37123-7|38787-8
819	class_	LP29684-5	37123-7|38787-8
820	METHOD_TYP-supplementary	LP21166-1	37124-5|37789-5
820	PROPERTY-supplementary	LP6813-2	37124-5|37789-5
820	SCALE_TYP-supplementary	LP32888-7	37124-5|37789-5
820	analyte-core	LP33844-9	37124-5|37789-5
820	category	LP7138-3	37124-5|37789-5
820	category	LP7787-7	37124-5|37789-5
820	class_	LP29684-5	37124-5|37789-5
821	METHOD_TYP-supplementary	LP21166-1	37125-2|38788-6|69266-5
821	PROPERTY-supplementary	LP6813-2	37125-2|38788-6|69266-5
821	SCALE_TYP-supplementary	LP32888-7	37125-2|38788-6|69266-5
821	analyte-core	LP33844-9	37125-2|38788-6|69266-5
821	category	LP7584-8	37125-2|38788-6|69266-5
821	category	LP7787-7	37125-2|38788-6|69266-5
821	class_	LP29684-5	37125-2|38788-6|69266-5
822	METHOD_TYP-supplementary	LP21166-1	37127-8|37128-6|37807-5
822	PROPERTY-supplementary	LP6813-2	37127-8|37128-6|37807-5
822	SCALE_TYP-supplementary	LP32888-7	37127-8|37128-6|37807-5
822	analyte-core	LP33846-4	37127-8|37128-6|37807-5
822	category	LP7584-8	37127-8|37128-6|37807-5
822	category	LP7787-7	37127-8|37128-6|37807-5
822	class_	LP29684-5	37127-8|37128-6|37807-5
823	METHOD_TYP-supplementary	LP21166-1	37132-8|37133-6|37929-7|38010-5|39515-2|69157-6
823	PROPERTY-supplementary	LP6813-2	37132-8|37133-6|37929-7|38010-5|39515-2|69157-6
823	SCALE_TYP-supplementary	LP32888-7	37132-8|37133-6|37929-7|38010-5|39515-2|69157-6
823	analyte-core	LP34124-5	37132-8|37133-6|37929-7|38010-5|39515-2|69157-6
823	category	LP34757-2	37132-8|37133-6|37929-7|38010-5|39515-2|69157-6
823	category	LP7787-7	37132-8|37133-6|37929-7|38010-5|39515-2|69157-6
823	class_	LP29684-5	37132-8|37133-6|37929-7|38010-5|39515-2|69157-6
824	METHOD_TYP-supplementary	LP21166-1	37134-4|37135-1|37670-7
824	PROPERTY-supplementary	LP6813-2	37134-4|37135-1|37670-7
824	SCALE_TYP-supplementary	LP32888-7	37134-4|37135-1|37670-7
824	analyte-core	LP33852-2	37134-4|37135-1|37670-7
824	category	LP7008-8	37134-4|37135-1|37670-7
824	category	LP7787-7	37134-4|37135-1|37670-7
824	class_	LP29684-5	37134-4|37135-1|37670-7
825	METHOD_TYP-supplementary	LP21166-1	37136-9|37803-4
825	PROPERTY-supplementary	LP6813-2	37136-9|37803-4
825	SCALE_TYP-supplementary	LP32888-7	37136-9|37803-4
825	analyte-core	LP33853-0	37136-9|37803-4
825	category	LP7584-8	37136-9|37803-4
825	category	LP7787-7	37136-9|37803-4
825	class_	LP29684-5	37136-9|37803-4
826	METHOD_TYP-supplementary	LP21166-1	37140-1|37152-6|37804-2
826	PROPERTY-supplementary	LP6813-2	37140-1|37152-6|37804-2
826	SCALE_TYP-supplementary	LP32888-7	37140-1|37152-6|37804-2
826	analyte-core	LP33856-3	37140-1|37152-6|37804-2
826	category	LP7584-8	37140-1|37152-6|37804-2
826	category	LP7787-7	37140-1|37152-6|37804-2
826	class_	LP29684-5	37140-1|37152-6|37804-2
827	METHOD_TYP-supplementary	LP21166-1	37156-7|37163-3|37759-8|69136-0
827	PROPERTY-supplementary	LP6813-2	37156-7|37163-3|37759-8|69136-0
827	SCALE_TYP-supplementary	LP32888-7	37156-7|37163-3|37759-8|69136-0
827	analyte-core	LP33874-6	37156-7|37163-3|37759-8|69136-0
827	category	LP7381-9	37156-7|37163-3|37759-8|69136-0
827	category	LP7787-7	37156-7|37163-3|37759-8|69136-0
827	class_	LP29684-5	37156-7|37163-3|37759-8|69136-0
828	METHOD_TYP-supplementary	LP21166-1	37157-5|38791-0
828	PROPERTY-supplementary	LP6813-2	37157-5|38791-0
828	SCALE_TYP-supplementary	LP32888-7	37157-5|38791-0
828	analyte-core	LP34906-5	37157-5|38791-0
828	category	LP7584-8	37157-5|38791-0
828	category	LP7787-7	37157-5|38791-0
828	class_	LP29684-5	37157-5|38791-0
829	METHOD_TYP-supplementary	LP21166-1	37158-3|37806-7
829	PROPERTY-supplementary	LP6813-2	37158-3|37806-7
829	SCALE_TYP-supplementary	LP32888-7	37158-3|37806-7
829	analyte-core	LP35214-3	37158-3|37806-7
829	category	LP7584-8	37158-3|37806-7
829	category	LP7787-7	37158-3|37806-7
829	class_	LP29684-5	37158-3|37806-7
830	METHOD_TYP-supplementary	LP21166-1	37160-9|38793-6
830	PROPERTY-supplementary	LP6813-2	37160-9|38793-6
830	SCALE_TYP-supplementary	LP32888-7	37160-9|38793-6
830	analyte-core	LP34907-3	37160-9|38793-6
830	category	LP7584-8	37160-9|38793-6
830	category	LP7787-7	37160-9|38793-6
830	class_	LP29684-5	37160-9|38793-6
831	METHOD_TYP-supplementary	LP21166-1	37162-5|38794-4|39350-4
831	PROPERTY-supplementary	LP6813-2	37162-5|38794-4|39350-4
831	SCALE_TYP-supplementary	LP32888-7	37162-5|38794-4|39350-4
831	analyte-core	LP34908-1	37162-5|38794-4|39350-4
831	category	LP7584-8	37162-5|38794-4|39350-4
831	category	LP7787-7	37162-5|38794-4|39350-4
831	class_	LP29684-5	37162-5|38794-4|39350-4
832	METHOD_TYP-supplementary	LP21166-1	37164-1|37864-6
832	PROPERTY-supplementary	LP6813-2	37164-1|37864-6
832	SCALE_TYP-supplementary	LP32888-7	37164-1|37864-6
832	analyte-core	LP33883-7	37164-1|37864-6
832	category	LP7281-1	37164-1|37864-6
832	category	LP7787-7	37164-1|37864-6
832	class_	LP29684-5	37164-1|37864-6
833	METHOD_TYP-supplementary	LP21166-1	37167-4|38795-1
833	PROPERTY-supplementary	LP6813-2	37167-4|38795-1
833	SCALE_TYP-supplementary	LP32888-7	37167-4|38795-1
833	analyte-core	LP34909-9	37167-4|38795-1
833	category	LP7584-8	37167-4|38795-1
833	category	LP7787-7	37167-4|38795-1
833	class_	LP29684-5	37167-4|38795-1
834	METHOD_TYP-supplementary	LP6207-7	37213-6|37492-6
834	PROPERTY-supplementary	LP6813-2	37213-6|37492-6
834	SCALE_TYP-supplementary	LP32888-7	37213-6|37492-6
834	analyte-core	LP35998-1	37213-6|37492-6
834	category	LP7138-3	37213-6|37492-6
834	category	LP7787-7	37213-6|37492-6
834	class_	LP29684-5	37213-6|37492-6
835	METHOD_TYP-supplementary	LP6207-7	37214-4|42265-9|89828-8|90316-1
835	PROPERTY-supplementary	LP6813-2	37214-4|42265-9|89828-8|90316-1
835	SCALE_TYP-supplementary	LP32888-7	37214-4|42265-9|89828-8|90316-1
835	analyte-core	LP191780-8	37214-4|42265-9|89828-8|90316-1
835	category	LP7735-6	37214-4|42265-9|89828-8|90316-1
835	category	LP7787-7	37214-4|42265-9|89828-8|90316-1
835	class_	LP29684-5	37214-4|42265-9|89828-8|90316-1
836	METHOD_TYP-supplementary	LP206574-8	37220-1|44123-8
836	PROPERTY-supplementary	LP6813-2	37220-1|44123-8
836	SCALE_TYP-supplementary	LP32888-7	37220-1|44123-8
836	analyte-core	LP33405-9	37220-1|44123-8
836	category	LP7463-5	37220-1|44123-8
836	category	LP7787-7	37220-1|44123-8
836	class_	LP29684-5	37220-1|44123-8
837	METHOD_TYP-supplementary	LP21166-1	37298-7|37299-5|37808-3|37846-3
837	PROPERTY-supplementary	LP6813-2	37298-7|37299-5|37808-3|37846-3
837	SCALE_TYP-supplementary	LP32888-7	37298-7|37299-5|37808-3|37846-3
837	analyte-core	LP33752-4	37298-7|37299-5|37808-3|37846-3
837	category	LP7138-3	37298-7|37299-5|37808-3|37846-3
837	category	LP7787-7	37298-7|37299-5|37808-3|37846-3
837	class_	LP29684-5	37298-7|37299-5|37808-3|37846-3
838	METHOD_TYP-supplementary	LP21166-1	37302-7|37304-3|38107-9|38115-2
838	PROPERTY-supplementary	LP6813-2	37302-7|37304-3|38107-9|38115-2
838	SCALE_TYP-supplementary	LP32888-7	37302-7|37304-3|38107-9|38115-2
838	analyte-core	LP34877-8	37302-7|37304-3|38107-9|38115-2
838	category	LP7733-1	37302-7|37304-3|38107-9|38115-2
838	category	LP7787-7	37302-7|37304-3|38107-9|38115-2
838	class_	LP29684-5	37302-7|37304-3|38107-9|38115-2
839	METHOD_TYP-supplementary	LP6207-7	37428-0|37430-6|37431-4|37433-0|37459-5|37461-1|37463-7|37465-2
839	PROPERTY-supplementary	LP6813-2	37428-0|37430-6|37431-4|37433-0|37459-5|37461-1|37463-7|37465-2
839	SCALE_TYP-supplementary	LP32888-7	37428-0|37430-6|37431-4|37433-0|37459-5|37461-1|37463-7|37465-2
839	analyte-core	LP33405-9	37428-0|37430-6|37431-4|37433-0|37459-5|37461-1|37463-7|37465-2
839	category	LP7733-1	37428-0|37430-6|37431-4|37433-0|37459-5|37461-1|37463-7|37465-2
839	category	LP7787-7	37428-0|37430-6|37431-4|37433-0|37459-5|37461-1|37463-7|37465-2
839	class_	LP29684-5	37428-0|37430-6|37431-4|37433-0|37459-5|37461-1|37463-7|37465-2
840	METHOD_TYP-supplementary	LP6207-7	37439-7|37441-3
840	PROPERTY-supplementary	LP6813-2	37439-7|37441-3
840	SCALE_TYP-supplementary	LP32888-7	37439-7|37441-3
840	analyte-core	LP33405-9	37439-7|37441-3
840	category	LP7407-2	37439-7|37441-3
840	category	LP7787-7	37439-7|37441-3
840	class_	LP29684-5	37439-7|37441-3
841	METHOD_TYP-supplementary	LP206573-0	37442-1|37443-9
841	PROPERTY-supplementary	LP6813-2	37442-1|37443-9
841	SCALE_TYP-supplementary	LP32888-7	37442-1|37443-9
841	analyte-core	LP33405-9	37442-1|37443-9
841	category	LP206574-8	37442-1|37443-9
841	category	LP7787-7	37442-1|37443-9
841	class_	LP29684-5	37442-1|37443-9
842	METHOD_TYP-supplementary	LP21166-1	37454-6|37455-3|37827-3|37926-3|48737-1|48738-9
842	PROPERTY-supplementary	LP6813-2	37454-6|37455-3|37827-3|37926-3|48737-1|48738-9
842	SCALE_TYP-supplementary	LP32888-7	37454-6|37455-3|37827-3|37926-3|48737-1|48738-9
842	analyte-core	LP33409-1	37454-6|37455-3|37827-3|37926-3|48737-1|48738-9
842	category	LP7733-1	37454-6|37455-3|37827-3|37926-3|48737-1|48738-9
842	category	LP7787-7	37454-6|37455-3|37827-3|37926-3|48737-1|48738-9
842	class_	LP29684-5	37454-6|37455-3|37827-3|37926-3|48737-1|48738-9
843	METHOD_TYP-supplementary	LP21166-1	37469-4|37470-2|38803-3|69079-2
843	PROPERTY-supplementary	LP6813-2	37469-4|37470-2|38803-3|69079-2
843	SCALE_TYP-supplementary	LP32888-7	37469-4|37470-2|38803-3|69079-2
843	analyte-core	LP33985-0	37469-4|37470-2|38803-3|69079-2
843	category	LP7138-3	37469-4|37470-2|38803-3|69079-2
843	category	LP7787-7	37469-4|37470-2|38803-3|69079-2
843	class_	LP29684-5	37469-4|37470-2|38803-3|69079-2
844	METHOD_TYP-supplementary	LP21166-1	37471-0|37472-8|38804-1
844	PROPERTY-supplementary	LP6813-2	37471-0|37472-8|38804-1
844	SCALE_TYP-supplementary	LP32888-7	37471-0|37472-8|38804-1
844	analyte-core	LP33986-8	37471-0|37472-8|38804-1
844	category	LP7279-5	37471-0|37472-8|38804-1
844	category	LP7787-7	37471-0|37472-8|38804-1
844	class_	LP29684-5	37471-0|37472-8|38804-1
845	METHOD_TYP-supplementary	LP21166-1	37474-4|37669-9|43480-3|97388-3|97389-1|97390-9|98294-2|98295-9|98296-7
845	PROPERTY-supplementary	LP6813-2	37474-4|37669-9|43480-3|97388-3|97389-1|97390-9|98294-2|98295-9|98296-7
845	SCALE_TYP-supplementary	LP32888-7	37474-4|37669-9|43480-3|97388-3|97389-1|97390-9|98294-2|98295-9|98296-7
845	analyte-core	LP34124-5	37474-4|37669-9|43480-3|97388-3|97389-1|97390-9|98294-2|98295-9|98296-7
845	category	LP7787-7	37474-4|37669-9|43480-3|97388-3|97389-1|97390-9|98294-2|98295-9|98296-7
845	category	LP94467-5	37474-4|37669-9|43480-3|97388-3|97389-1|97390-9|98294-2|98295-9|98296-7
845	class_	LP29684-5	37474-4|37669-9|43480-3|97388-3|97389-1|97390-9|98294-2|98295-9|98296-7
846	METHOD_TYP-supplementary	LP21166-1	37475-1|37671-5
846	PROPERTY-supplementary	LP6813-2	37475-1|37671-5
846	SCALE_TYP-supplementary	LP32888-7	37475-1|37671-5
846	analyte-core	LP33745-8	37475-1|37671-5
846	category	LP7787-7	37475-1|37671-5
846	category	LP94467-5	37475-1|37671-5
846	class_	LP29684-5	37475-1|37671-5
847	METHOD_TYP-supplementary	LP21166-1	37484-3|37746-5
847	PROPERTY-supplementary	LP6813-2	37484-3|37746-5
847	SCALE_TYP-supplementary	LP32888-7	37484-3|37746-5
847	analyte-core	LP33990-0	37484-3|37746-5
847	category	LP7787-7	37484-3|37746-5
847	category	LP94467-5	37484-3|37746-5
847	class_	LP29684-5	37484-3|37746-5
848	METHOD_TYP-supplementary	LP6207-7	37491-8|89611-8|89612-6
848	PROPERTY-supplementary	LP6813-2	37491-8|89611-8|89612-6
848	SCALE_TYP-supplementary	LP32888-7	37491-8|89611-8|89612-6
848	analyte-core	LP186143-6	37491-8|89611-8|89612-6
848	category	LP7485-8	37491-8|89611-8|89612-6
848	category	LP7787-7	37491-8|89611-8|89612-6
848	class_	LP29684-5	37491-8|89611-8|89612-6
849	METHOD_TYP-supplementary	LP6207-7	37493-4|90335-1|92928-1
849	PROPERTY-supplementary	LP6813-2	37493-4|90335-1|92928-1
849	SCALE_TYP-supplementary	LP32888-7	37493-4|90335-1|92928-1
849	analyte-core	LP33398-6	37493-4|90335-1|92928-1
849	category	LP7596-2	37493-4|90335-1|92928-1
849	category	LP7787-7	37493-4|90335-1|92928-1
849	class_	LP29684-5	37493-4|90335-1|92928-1
850	METHOD_TYP-supplementary	LP21166-1	37513-9|37514-7|38806-6
850	PROPERTY-supplementary	LP6813-2	37513-9|37514-7|38806-6
850	SCALE_TYP-supplementary	LP32888-7	37513-9|37514-7|38806-6
850	analyte-core	LP34007-2	37513-9|37514-7|38806-6
850	category	LP30627-1	37513-9|37514-7|38806-6
850	category	LP7787-7	37513-9|37514-7|38806-6
850	class_	LP29684-5	37513-9|37514-7|38806-6
851	METHOD_TYP-supplementary	LP21166-1	37517-0|37519-6|37521-2|37523-8
851	PROPERTY-supplementary	LP6813-2	37517-0|37519-6|37521-2|37523-8
851	SCALE_TYP-supplementary	LP32888-7	37517-0|37519-6|37521-2|37523-8
851	analyte-core	LP28726-5	37517-0|37519-6|37521-2|37523-8
851	category	LP29979-9	37517-0|37519-6|37521-2|37523-8
851	category	LP7787-7	37517-0|37519-6|37521-2|37523-8
851	class_	LP29684-5	37517-0|37519-6|37521-2|37523-8
852	METHOD_TYP-supplementary	LP21166-1	37518-8|37520-4|37522-0|37524-6
852	PROPERTY-supplementary	LP6813-2	37518-8|37520-4|37522-0|37524-6
852	SCALE_TYP-supplementary	LP32888-7	37518-8|37520-4|37522-0|37524-6
852	analyte-core	LP28726-5	37518-8|37520-4|37522-0|37524-6
852	category	LP29983-1	37518-8|37520-4|37522-0|37524-6
852	category	LP7787-7	37518-8|37520-4|37522-0|37524-6
852	class_	LP29684-5	37518-8|37520-4|37522-0|37524-6
853	METHOD_TYP-supplementary	LP21166-1	37530-3|38151-7
853	PROPERTY-supplementary	LP6813-2	37530-3|38151-7
853	SCALE_TYP-supplementary	LP32888-7	37530-3|38151-7
853	analyte-core	LP28726-5	37530-3|38151-7
853	category	LP34440-5	37530-3|38151-7
853	category	LP7787-7	37530-3|38151-7
853	class_	LP29684-5	37530-3|38151-7
854	METHOD_TYP-supplementary	LP21166-1	37531-1|38150-9
854	PROPERTY-supplementary	LP6813-2	37531-1|38150-9
854	SCALE_TYP-supplementary	LP32888-7	37531-1|38150-9
854	analyte-core	LP28726-5	37531-1|38150-9
854	category	LP34439-7	37531-1|38150-9
854	category	LP7787-7	37531-1|38150-9
854	class_	LP29684-5	37531-1|38150-9
855	METHOD_TYP-supplementary	LP21166-1	37532-9|37533-7|38152-5
855	PROPERTY-supplementary	LP6813-2	37532-9|37533-7|38152-5
855	SCALE_TYP-supplementary	LP32888-7	37532-9|37533-7|38152-5
855	analyte-core	LP28726-5	37532-9|37533-7|38152-5
855	category	LP33452-1	37532-9|37533-7|38152-5
855	category	LP7787-7	37532-9|37533-7|38152-5
855	class_	LP29684-5	37532-9|37533-7|38152-5
856	METHOD_TYP-supplementary	LP21166-1	37534-5|38148-3
856	PROPERTY-supplementary	LP6813-2	37534-5|38148-3
856	SCALE_TYP-supplementary	LP32888-7	37534-5|38148-3
856	analyte-core	LP28726-5	37534-5|38148-3
856	category	LP34437-1	37534-5|38148-3
856	category	LP7787-7	37534-5|38148-3
856	class_	LP29684-5	37534-5|38148-3
857	METHOD_TYP-supplementary	LP21166-1	37535-2|38149-1
857	PROPERTY-supplementary	LP6813-2	37535-2|38149-1
857	SCALE_TYP-supplementary	LP32888-7	37535-2|38149-1
857	analyte-core	LP28726-5	37535-2|38149-1
857	category	LP34438-9	37535-2|38149-1
857	category	LP7787-7	37535-2|38149-1
857	class_	LP29684-5	37535-2|38149-1
858	METHOD_TYP-supplementary	LP21166-1	37538-6|38789-4|69267-3
858	PROPERTY-supplementary	LP6813-2	37538-6|38789-4|69267-3
858	SCALE_TYP-supplementary	LP32888-7	37538-6|38789-4|69267-3
858	analyte-core	LP34064-3	37538-6|38789-4|69267-3
858	category	LP7584-8	37538-6|38789-4|69267-3
858	category	LP7787-7	37538-6|38789-4|69267-3
858	class_	LP29684-5	37538-6|38789-4|69267-3
859	METHOD_TYP-supplementary	LP21166-1	37544-4|37643-4|38839-7
859	PROPERTY-supplementary	LP6813-2	37544-4|37643-4|38839-7
859	SCALE_TYP-supplementary	LP32888-7	37544-4|37643-4|38839-7
859	analyte-core	LP33429-9	37544-4|37643-4|38839-7
859	category	LP7733-1	37544-4|37643-4|38839-7
859	category	LP7787-7	37544-4|37643-4|38839-7
859	class_	LP29684-5	37544-4|37643-4|38839-7
860	METHOD_TYP-supplementary	LP21166-1	37545-1|37728-3
860	PROPERTY-supplementary	LP6813-2	37545-1|37728-3
860	SCALE_TYP-supplementary	LP32888-7	37545-1|37728-3
860	analyte-core	LP34128-6	37545-1|37728-3
860	category	LP7348-8	37545-1|37728-3
860	category	LP7787-7	37545-1|37728-3
860	class_	LP29684-5	37545-1|37728-3
861	METHOD_TYP-supplementary	LP21166-1	37546-9|48490-7|48491-5|48699-3
861	PROPERTY-supplementary	LP6813-2	37546-9|48490-7|48491-5|48699-3
861	SCALE_TYP-supplementary	LP32888-7	37546-9|48490-7|48491-5|48699-3
861	analyte-core	LP34070-0	37546-9|48490-7|48491-5|48699-3
861	category	LP7281-1	37546-9|48490-7|48491-5|48699-3
861	category	LP7787-7	37546-9|48490-7|48491-5|48699-3
861	class_	LP29684-5	37546-9|48490-7|48491-5|48699-3
862	METHOD_TYP-supplementary	LP21166-1	37547-7|37548-5|37835-6
862	PROPERTY-supplementary	LP6813-2	37547-7|37548-5|37835-6
862	SCALE_TYP-supplementary	LP32888-7	37547-7|37548-5|37835-6
862	analyte-core	LP221266-2	37547-7|37548-5|37835-6
862	category	LP7733-1	37547-7|37548-5|37835-6
862	category	LP7787-7	37547-7|37548-5|37835-6
862	class_	LP29684-5	37547-7|37548-5|37835-6
863	METHOD_TYP-supplementary	LP21166-1	37549-3|37550-1|37836-4
863	PROPERTY-supplementary	LP6813-2	37549-3|37550-1|37836-4
863	SCALE_TYP-supplementary	LP32888-7	37549-3|37550-1|37836-4
863	analyte-core	LP221267-0	37549-3|37550-1|37836-4
863	category	LP7733-1	37549-3|37550-1|37836-4
863	category	LP7787-7	37549-3|37550-1|37836-4
863	class_	LP29684-5	37549-3|37550-1|37836-4
864	METHOD_TYP-supplementary	LP249807-1	37552-7|37553-5|38807-4
864	PROPERTY-supplementary	LP6813-2	37552-7|37553-5|38807-4
864	SCALE_TYP-supplementary	LP32888-7	37552-7|37553-5|38807-4
864	analyte-core	LP34071-8	37552-7|37553-5|38807-4
864	category	LP29849-4	37552-7|37553-5|38807-4
864	category	LP7787-7	37552-7|37553-5|38807-4
864	class_	LP29684-5	37552-7|37553-5|38807-4
865	METHOD_TYP-supplementary	LP249807-1	37554-3|37769-7|38854-6
865	PROPERTY-supplementary	LP6813-2	37554-3|37769-7|38854-6
865	SCALE_TYP-supplementary	LP32888-7	37554-3|37769-7|38854-6
865	analyte-core	LP34073-4	37554-3|37769-7|38854-6
865	category	LP29849-4	37554-3|37769-7|38854-6
865	category	LP7787-7	37554-3|37769-7|38854-6
865	class_	LP29684-5	37554-3|37769-7|38854-6
